video_id,channel_id,rank,component,watch_video_id,bot_name,phase,homepage_level,videopage_level,topic,strategy,note,on_list,manual_label_1-4,exp_stage,on_topic
k6ucIShHW7Q,UCJquYOG5EL82sKTfH9aMA9Q,3,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,0,0,alt-right,delete,0,False,False,1,False
0GCDhADokLY,UC2ggrxKhqgTRx7We9vjQRCQ,4,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,0,0,alt-right,delete,0,False,False,1,False
bq-8yHgjqv0,UC6I0KzAD7uFTL1qzxyunkvA,5,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,0,0,alt-right,delete,0,False,False,1,False
aUIgkbExn6I,UCsT0YIqwnpJCM-mx7-gSA4Q,6,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,0,0,alt-right,delete,0,False,False,1,False
T-azcPugmKQ,UCaVg17N5-l_69T_WT036m2w,7,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,0,0,alt-right,delete,0,False,False,1,False
51usJ74pPP8,UC7_gcs09iThXybpVgjHZ_7g,8,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,0,0,alt-right,delete,0,False,False,1,False
CY47coVwhek,UCyDZai57BfE_N0SaBkKQyXg,9,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,0,0,alt-right,delete,0,False,False,1,False
U_r97c_Oc6c,UCf5Ow5haYUhnADeYTzdsF-g,0,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,,2,False
aLHcSV8KUzc,UCZuXjkFY00p1ga3UyCBbR2w,1,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,,2,False
PEWFu0aZroQ,UCXIJgqnII2ZOINSWNOGFThA,2,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,False,2,False
tixOyiR8B-8,UC6wBro4B4pf9xnBh9Xi2zcQ,3,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,False,2,False
oVfJFRV-hBQ,UCKsP3v2JeT2hWI_HzkxWiMA,4,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,,2,False
5Q2nb3Dp2mc,UCTjDhFuGXlhx9Us0gq0VK2w,5,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,,2,False
_ljRpw8oe2c,UCsqjHFMB_JYTaEnf_vmTNqg,6,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,,2,False
2gqP9EBViYY,UCXIJgqnII2ZOINSWNOGFThA,7,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,False,2,False
QKTYTD_j3E4,UC2MrtVb1dT4FhcbOlW736kA,8,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,,2,False
5BNsYuNwmOQ,UCf-c7818ORswUn0gLHecfeQ,9,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,40,41,alt-right,delete,0,False,,2,False
uAaFIEiWRXc,UCXIJgqnII2ZOINSWNOGFThA,0,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,False,3,False
bq-8yHgjqv0,UC6I0KzAD7uFTL1qzxyunkvA,1,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,False,3,False
fpyIklwiFpo,UCL08hFP0GceHgZ2UhThJAlA,2,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,,3,False
Q0OhmGD-4-E,UCyOfqgtsQaM3S-VZnsYnHjQ,3,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,False,3,False
T-azcPugmKQ,UCaVg17N5-l_69T_WT036m2w,4,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,False,3,False
51usJ74pPP8,UC7_gcs09iThXybpVgjHZ_7g,5,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,False,3,False
jfKfPfyJRdk,UCSJ4gkVC6NrvII8umztf0Ow,6,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,False,3,False
6jxi6M40wiM,UCTPjZ7UC8NgcZI8UKzb3rLw,7,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,,3,False
EseFbug7cMg,UCjG94SagJZoyPggcBhUdFCA,8,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,False,3,False
v6H2HmKDbZA,UCoiTVuiMdqBRMSBGMEcmxCw,9,videopage,ya2T1XGYTR8,alt-right_delete_0,videopage_experiment,80,42,alt-right,delete,0,False,,3,False
16sL6jvKF2g,UCJ5v_MCY6GNUBTO8-D3XoAg,0,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
4jJyq6tVQOc,UCZtDKD0pFpPclXA7ZAti90w,1,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,True,,1,True
bQQRShujZGM,UCfV8O1xhlB8O9YGz9ywmn8A,2,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
oE9Osx8krHM,UCQ3GrD6WkEa1LhgNlvNiQZA,3,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
AlOt4QlTwOU,UCvWVbhkI_ky8PVZX8QaKoog,4,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
0O7nC60mHas,UCFN4JkGP_bVhAdBsoV9xftA,5,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
JxCHnSUWJy4,UCJ5v_MCY6GNUBTO8-D3XoAg,6,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
iSLCcoJNN8c,UCZtDKD0pFpPclXA7ZAti90w,7,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,True,,1,True
e4edgd35Ax8,UCZDPtxoaWMsY-YwlD1PXg9g,8,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
i8UuT3ZkvaQ,UCJ5v_MCY6GNUBTO8-D3XoAg,9,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,0,0,alt-right,delete,1,False,False,1,False
xlibpXUubfo,UC8uudm_X_oZvdFm2Jg_ZDaQ,0,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
psFdqiPfhmg,UCtlBBbe4ym85uiGXHXvJ2cw,1,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
becsvAvapO8,UCy-lGuvqQXLYeMD4t--PT5A,2,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
pXqzaFvimqM,UC84Bf_hRwFJDWnOVWExUhlw,3,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
mvTOMyBvJPc,UCT8JJduVdOeK7malduOrMWA,4,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
nbQq9LwPpXQ,UCSmheuqpa0deotgNSlVtzNw,5,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
gILhqy2s1Gw,UC3gXZ8KfNQpt5N9n4UyjqeQ,6,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
RN0Yso2j5Oc,UCIZk6RPhfrjVQ4zGDNH2b9A,7,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
OcjKg6kYfMQ,UCPj1dcT0J_H0WmZsSLjqhig,8,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
XlKa33Ty_1c,UCUm9yLBDfZcA5S1KBwA0Jsg,9,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,40,41,alt-right,delete,1,False,,2,False
IPfD8V2vQx8,UC_UJdqZuFhRXfeYXYrhwgJA,0,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,,3,False
-mdn3aI7twc,UCvlVuntLjdURVD3b3Hx7kxw,1,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,,3,False
Tvwtkd5JzMQ,UCLGp7H4XuzA9TLJ0L4PUx8w,2,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,,3,False
NfgoeultUoU,UC2xIdoggA4SBtZFP3kBsRoQ,3,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,,3,False
J6Mdq3n6kgk,UCvCYE-3TrY1GAe2l8K08N-w,4,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,False,3,False
w1U1y0mwpYw,UCp68_FLety0O-n9QU6phsgw,5,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,,3,False
0O7nC60mHas,UCFN4JkGP_bVhAdBsoV9xftA,6,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,False,3,False
8anq0Ku5Uyg,UCJMC-44oT9l97ra5iemDPiA,7,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,False,3,False
On5f4LwuLHo,UCg7Fa4J1sY0M8V7htBGsp4w,8,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,,3,False
i3PExS7e6a0,UCPFYcLD2Po64A5fyq6WRwlA,9,videopage,tDzwWWL2Jw4,alt-right_delete_1,videopage_experiment,80,42,alt-right,delete,1,False,,3,False
CkCFDDCkG1k,UC0L1suV8pVgO4pCAIBNGx5w,0,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
6dv8zJiggBs,UCyGOloOIJWt8NlE4tnejQeA,1,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
MB5IX-np5fE,UCAuUUnT6oDeKwE6v1NGQxug,2,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
4jwUXV4QaTw,UCftwRNsjfRo08xYE31tkiyw,3,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
tic7X3ET4gE,UCsT0YIqwnpJCM-mx7-gSA4Q,4,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
A6Dkt7zyImk,UCsT0YIqwnpJCM-mx7-gSA4Q,5,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
DMHMOQ_054U,UCsT0YIqwnpJCM-mx7-gSA4Q,6,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
VRJzvJ5XPQI,UCftwRNsjfRo08xYE31tkiyw,7,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
gETtG1IHAyU,UCU_W0oE_ock8bWKjALiGs8Q,8,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
S_V4CdP6aLA,UCJ24N4O0bP7LGLBDvye7oCA,9,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,0,0,alt-right,delete,2,False,False,1,False
oPNdgfspwEE,UCJMC-44oT9l97ra5iemDPiA,0,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,False,2,False
kuo5RhbtsGs,UCJMC-44oT9l97ra5iemDPiA,1,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,False,2,False
2eQ48xdvZGc,UC3UYZeKTM9Ju7DNy8a7GHvQ,2,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,,2,False
2Ezj72XUIos,UCXIJgqnII2ZOINSWNOGFThA,3,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,False,2,False
EUXIPElqJZ4,UCb6-4FZu6N8zp8rVjzAqrcw,4,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,,2,False
3ko7hhMBp34,UCJMC-44oT9l97ra5iemDPiA,5,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,False,2,False
24ZRqeU7Ql0,UCxnEZ871BO_ONcbJKC1TG7w,6,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,,2,False
mXfG-U6FNco,UCXIJgqnII2ZOINSWNOGFThA,7,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,False,2,False
tixOyiR8B-8,UC6wBro4B4pf9xnBh9Xi2zcQ,8,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,False,2,False
Mif07KiZYmo,UCb1Ti1WKPauPpXkYKVHNpsw,9,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,40,41,alt-right,delete,2,False,,2,False
CkCFDDCkG1k,UC0L1suV8pVgO4pCAIBNGx5w,0,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
MB5IX-np5fE,UCAuUUnT6oDeKwE6v1NGQxug,1,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
ZLuiiPurP8w,UCZRtpJI7ihA6EO49RzPmAbg,2,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
6dv8zJiggBs,UCyGOloOIJWt8NlE4tnejQeA,3,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
4jwUXV4QaTw,UCftwRNsjfRo08xYE31tkiyw,4,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
YXSgL-aYlwg,UCsT0YIqwnpJCM-mx7-gSA4Q,5,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
tic7X3ET4gE,UCsT0YIqwnpJCM-mx7-gSA4Q,6,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
VRJzvJ5XPQI,UCftwRNsjfRo08xYE31tkiyw,7,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
3ko7hhMBp34,UCJMC-44oT9l97ra5iemDPiA,8,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
S_V4CdP6aLA,UCJ24N4O0bP7LGLBDvye7oCA,9,videopage,P6vLOMEY-IA,alt-right_delete_2,videopage_experiment,80,0,alt-right,delete,2,False,False,3,False
PEWFu0aZroQ,UCXIJgqnII2ZOINSWNOGFThA,0,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
S1E8SQde5rk,UCsT0YIqwnpJCM-mx7-gSA4Q,1,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
XmiG4KzZ4sg,UCPKAKrjoMz7POptCloy7AIQ,2,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
MB5IX-np5fE,UCAuUUnT6oDeKwE6v1NGQxug,3,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
9b_Vt5lja00,UCL6JmiMXKoXS6bpP1D3bk8g,4,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
895AKrvz_AI,UCL6JmiMXKoXS6bpP1D3bk8g,5,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
CamYtVpoTNk,UCVfwlh9XpX2Y_tQfjeln9QA,6,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
SiijS_9hPkM,UCuFFtHWoLl5fauMMD5Ww2jA,7,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
oiK-7m50A50,UCMIjEnXruVHtvgSVf6TgfUg,8,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
ovqM72em1dA,UClBKH8yZRcM4AsRjDVEdjMg,9,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,0,0,alt-right,delete,3,False,False,1,False
78HHXv7hZps,UCXIJgqnII2ZOINSWNOGFThA,0,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,False,2,False
895AKrvz_AI,UCL6JmiMXKoXS6bpP1D3bk8g,1,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,False,2,False
G2JeiHxJaxg,UCL6JmiMXKoXS6bpP1D3bk8g,2,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,False,2,False
tixOyiR8B-8,UC6wBro4B4pf9xnBh9Xi2zcQ,3,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,False,2,False
r9LCwI5iErE,UCAuUUnT6oDeKwE6v1NGQxug,4,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,False,2,False
5tUiCgt6hoU,UCAXvfUwC7SIoC6f2ATpNfMg,5,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,,2,False
xVIzCuC621k,UCH0CYJBlFqswdlDdbXDnB-Q,6,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,,2,False
0_8_qBNO45c,UC8GV6XwiucpdgLxvqdS_X6w,7,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,,2,False
s7zwEjYHH0I,UCegKDBFMUSQNeWe4FAB7aig,8,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,,2,False
Q7PpOXSObjU,UCmlylW9FwdEi4eVElFLkPuw,9,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,40,41,alt-right,delete,3,False,,2,False
PEWFu0aZroQ,UCXIJgqnII2ZOINSWNOGFThA,0,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
S1E8SQde5rk,UCsT0YIqwnpJCM-mx7-gSA4Q,1,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
MB5IX-np5fE,UCAuUUnT6oDeKwE6v1NGQxug,2,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
9b_Vt5lja00,UCL6JmiMXKoXS6bpP1D3bk8g,3,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
XmiG4KzZ4sg,UCPKAKrjoMz7POptCloy7AIQ,4,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
895AKrvz_AI,UCL6JmiMXKoXS6bpP1D3bk8g,5,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
SiijS_9hPkM,UCuFFtHWoLl5fauMMD5Ww2jA,6,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
uAaFIEiWRXc,UCXIJgqnII2ZOINSWNOGFThA,7,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
CamYtVpoTNk,UCVfwlh9XpX2Y_tQfjeln9QA,8,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
v9EKV2nSU8w,UCAuUUnT6oDeKwE6v1NGQxug,9,videopage,WIG_bVxgfJw,alt-right_delete_3,videopage_experiment,80,42,alt-right,delete,3,False,False,3,False
fl9HMSTHeTg,UCkXYznmArMELRxH_36uM1lQ,0,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,True,,1,True
oIZDtqWX6Fk,UCAuUUnT6oDeKwE6v1NGQxug,1,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
4jwUXV4QaTw,UCftwRNsjfRo08xYE31tkiyw,2,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
t-_VPRCtiUg,UCHnyfMqiRRG1u-2MsSQLbXA,3,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
nz8V1kQtgts,UCHpw8xwDNhU9gdohEcJu4aA,4,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
TG55ErfdaeY,UCX6b17PVsYBQ0ip5gyeme-Q,5,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
VRJzvJ5XPQI,UCftwRNsjfRo08xYE31tkiyw,6,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
YMDJA4UvXLA,UCHnyfMqiRRG1u-2MsSQLbXA,7,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
H2Gl4QFA6mA,UCuCuEKq1xuRA0dFQj1qg9-Q,8,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
jOfUz-4sg1U,UCHpw8xwDNhU9gdohEcJu4aA,9,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,0,0,alt-right,delete,4,False,False,1,False
fl9HMSTHeTg,UCkXYznmArMELRxH_36uM1lQ,0,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,True,,2,True
oB4sIeFsvTQ,UCkmMACUKpQeIxN9D9ARli1Q,1,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,,2,False
5qkmO7tm8AU,UC-2qq8mcZXIdOrcg4ER8qjw,2,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,,2,False
H2Gl4QFA6mA,UCuCuEKq1xuRA0dFQj1qg9-Q,3,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,False,2,False
Rd8J-9uUnfc,UCvJJ_dzjViJCoLf5uKUTwoA,4,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,False,2,False
UbpoC2Y9DIA,UC2Cl2g2xFTZoAEldxYVzQFg,5,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,,2,False
7nUZTRXVrac,UCzABoOdRnT4tVs9XYSsyfUg,6,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,False,2,False
3K25VPdbAjU,UCgqt1RE0k0MIr0LoyJRy2lg,7,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,,2,False
XwbQNyYgZIU,UCZwU2G-KVl-P-O-B35chZOQ,8,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,,2,False
nz8V1kQtgts,UCHpw8xwDNhU9gdohEcJu4aA,9,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,40,40,alt-right,delete,4,False,False,2,False
fl9HMSTHeTg,UCkXYznmArMELRxH_36uM1lQ,0,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,True,,3,True
oIZDtqWX6Fk,UCAuUUnT6oDeKwE6v1NGQxug,1,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
VRJzvJ5XPQI,UCftwRNsjfRo08xYE31tkiyw,2,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
H2Gl4QFA6mA,UCuCuEKq1xuRA0dFQj1qg9-Q,3,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
jOfUz-4sg1U,UCHpw8xwDNhU9gdohEcJu4aA,4,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
TSlVv-7d7h4,UCsT0YIqwnpJCM-mx7-gSA4Q,5,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
4mjvZrLnlCg,UCHJuQZuzapBh-CuhRYxIZrg,6,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
KxDwieKpawg,UCAuUUnT6oDeKwE6v1NGQxug,7,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
PB2OegI6wvI,UCAuUUnT6oDeKwE6v1NGQxug,8,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
Rd8J-9uUnfc,UCvJJ_dzjViJCoLf5uKUTwoA,9,videopage,faNge-o0V-k,alt-right_delete_4,videopage_experiment,80,41,alt-right,delete,4,False,False,3,False
PEWFu0aZroQ,UCXIJgqnII2ZOINSWNOGFThA,0,videopage,ya2T1XGYTR8,alt-right_dislike_0,videopage_experiment,0,0,alt-right,dislike,0,False,False,1,False
T-azcPugmKQ,UCaVg17N5-l_69T_WT036m2w,1,videopage,ya2T1XGYTR8,alt-right_dislike_0,videopage_experiment,0,0,alt-right,dislike,0,False,False,1,False
