video_id,channel_id,rank,component,watch_video_id,bot_name,phase,homepage_level,videopage_level,topic,strategy,note,on_list,manual_label_1-4,exp_stage,on_topic
olRl0o3M0fU,UCaXkIU1QidjPwiAYu6GcHjg,4,homepage,,politics-left_dislike_2,stain,39,29,politics-left,dislike,2,True,False,2,True
f0_IXMmw33s,UCl-qkifCsEcn0AuTSRiZ0Lw,5,homepage,,politics-left_dislike_2,stain,39,29,politics-left,dislike,2,True,,2,True
qDyWlJTk7jM,UC5UkClCcWjPGW5KCfbH0RlQ,6,homepage,,politics-left_dislike_2,stain,39,29,politics-left,dislike,2,False,False,2,False
sKenw1YnDL0,UCpYCxV51bykhMY-wSUozQRg,7,homepage,,politics-left_dislike_2,stain,39,29,politics-left,dislike,2,False,True,2,True
iWqaNx8mDBc,UCupvZG-5ko_eiXAupbDfxWw,8,homepage,,politics-left_dislike_2,stain,39,29,politics-left,dislike,2,True,False,2,True
2Mdgdg8hwuM,UCP4nS6ag1-E6TzlQvaWfiZg,9,homepage,,politics-left_dislike_2,stain,39,29,politics-left,dislike,2,False,False,2,False
dzKnDdVAiOI,UCJL_gIOVp2fjfsKH4kbeEwA,0,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
42M3esYyHdw,UCGfgKimGJ4yueKEtFVPpHtw,1,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
wdDuQAO1RGs,UCz8K1occVvDTYDfFo7N5EZw,2,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,True,3,True
eoszB3AW2TE,UClwpfRrrYs7SZW6JuimP8kw,3,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
L2QdEWrb4YU,UCY-0eE6fX-tkicr2mh8e_kA,4,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
6Q16QVwxcbY,UCK0UUsCjtMRNtS3BPh1Yc4w,5,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
qTpP06zGh-U,UCJyYPIYM-2iuvc6MKasAEQQ,6,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
WD2Epo4lDUs,UCVHTypjbrXH-maZaIkwweJA,7,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
_Kde4vBKPxg,UCQANb2YPwAtK-IQJrLaaUFw,8,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,False,3,False
JZk6VzSLe4Y,UCrp_UI8XtuYfpiqluWLD7Lw,9,homepage,,politics-left_dislike_2,scrub,79,67,politics-left,dislike,2,False,True,3,True
_XN6PFVqeiQ,UCIOGCEG14rj9GpIFhszkWoQ,0,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
yKxBpkbHnpg,UCJHObTFu75LOjJcmeAU5THA,1,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
bNKlOEGJqm4,UC_hK9fOxyy_TM8FJGXIyG8Q,2,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
tQZn26ic3hU,UCzSSoloGEz10HALUAbYhngQ,3,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
k0minYKg9oA,UC8sAKpPsJq7oXuOaEqGh4pg,4,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
gRbdtHP7P1o,UCVxBA3Cbu3pm8w8gEIoMEog,5,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,True,1,True
lNe1D_E3R8E,UCPDis9pjXuqyI7RYLJ-TTSA,6,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
scCvi3vY4jQ,UCsT0YIqwnpJCM-mx7-gSA4Q,7,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
pH-jiSR_2dk,UCVJgocEWT3u49_4GtulGHnQ,8,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
RR8dqCCZ_IY,UCvJiYiBUbw4tmpRSZT2r1Hw,9,homepage,,politics-left_dislike_3,stain,1,2,politics-left,dislike,3,False,False,1,False
hsmO-MECXig,UCDH6Mn2bhXA83FoSX4H802w,0,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
hESLPB3FiyY,UCvQECJukTDE2i6aCoMnS-Vg,1,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
lbB7AhwaZy8,UC0cd_-e49hZpWLH3UIwoWRA,2,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
0SNAplDk3NQ,UCrrvgwzIXwdWCOja7Izin3A,3,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
bKaVI-IStNE,UC4a9LfdavRlVMaSSWFdIciA,4,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
f3CH5LLQsSU,UCU1BkVOLFy9ydSZOjbSIUjA,5,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
oXRrzmh8DTk,UCtPrkXdtCM5DACLufB9jbsA,6,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
fd04p2Xcg7M,UCqqjiYoD0nP1fR6vf5AcSfQ,7,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,True,2,True
93UdoApio5s,UC0L1suV8pVgO4pCAIBNGx5w,8,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
pD8KLc3ZqtQ,UCg7lal8IC-xPyKfgH4rdUcA,9,homepage,,politics-left_dislike_3,stain,39,39,politics-left,dislike,3,False,False,2,False
4d7WDsrlzGg,UCDIPsk87a6D3QqS0DeAUMPA,0,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,True,3,True
YDQvv5D4wYs,UCqG9incBfICz75gDPGM7RlA,1,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,False,3,False
9bJ39LFcp80,UCINb0wqPz-A0dV9nARjJlOQ,2,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,True,3,True
g5kPSHoc4WI,UC9bMcW0MFzOAgfQ-7et47zw,3,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,True,3,True
zRoXrOp_86Q,UCcOJf3xZTQiliqHSo06vWtQ,4,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,False,3,False
6GKCEzsSM-E,UC_esrg5XDlU1AKjc4yFFWhA,5,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,False,3,False
9Xd8xq06FCw,UCCND6a0H56zHL4YuY226ZOQ,6,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,False,3,False
yc33gDAfNJQ,UCupvZG-5ko_eiXAupbDfxWw,7,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,True,False,3,True
1GAK204q3fk,UC13mSI38YWz5zfvxXDPpePA,8,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,False,3,False
aXSrjAAvPkY,UCcT6w3xUyVshyR2_2vrMp1w,9,homepage,,politics-left_dislike_3,scrub,79,79,politics-left,dislike,3,False,False,3,False
E9hIzj0C9v4,UCdC0An4ZPNr_YiFiYoVbwaw,0,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
42M3esYyHdw,UCGfgKimGJ4yueKEtFVPpHtw,1,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
5hEeDh5hoPQ,UCREgA-BmOocJ9Is_bZV6aJQ,2,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
BxV14h0kFs0,UCBa659QWEk1AI4Tg--mrJ2A,3,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
yto61sI6wRw,UCDusUiO-4lThTZhHQ4lLogw,4,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
bffDpzeCgAA,UCrPseYLGpNygVi34QpGNqpA,5,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
fXS_gkWAIs0,UChPuCAEXg7iYkVNjQY1NGYg,6,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
cFGZm4S1_lQ,UCO0akufu9MOzyz3nvGIXAAw,7,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
IhdsAPQ_jbs,UC-KZwHihUe-cTWIYbRygi2g,8,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
EaebEgo3cio,UCmSp4bDxS9R0jpeZEvkut2g,9,homepage,,politics-left_dislike_4,stain,1,2,politics-left,dislike,4,False,False,1,False
c0BAMG8W6to,UCgVZ0mrM3liHNhRYC5Mchgg,0,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
wxcG_C2cPP8,UCCvcd0FYi58LwyTQP9LITpA,1,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
MKGmfE9JQHg,UCz8K1occVvDTYDfFo7N5EZw,2,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,True,2,True
0X5xql1G4QY,UCqFzWxSCi39LnW1JKFR3efg,3,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
wmXt2Xe2eec,UCEHnH8TLTOQ1x9JrBeNojlw,4,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
oDQyj8C8PoE,UCgIi12EA6BQ8HKL8QUccsOQ,5,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
Whv6F7DvPXs,UCwWhs_6x42TyRM4Wstoq8HA,6,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,True,2,True
7Bz5g80twBM,UCEKahDl_amqEoBqzh9UDYHw,7,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
Cv0N8g68t2w,UC3kMrgEHl6Stw8TE2PSQtrw,8,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
SzuZnh91U8E,UCmyjVwYZbp5YPYTUyeopO2g,9,homepage,,politics-left_dislike_4,stain,39,39,politics-left,dislike,4,False,False,2,False
UlDpksOEVzQ,UCCvcd0FYi58LwyTQP9LITpA,0,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
pKb-ySKkN5Q,UCz8K1occVvDTYDfFo7N5EZw,1,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,True,3,True
SzuZnh91U8E,UCmyjVwYZbp5YPYTUyeopO2g,2,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
Cv0N8g68t2w,UC3kMrgEHl6Stw8TE2PSQtrw,3,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
wmXt2Xe2eec,UCEHnH8TLTOQ1x9JrBeNojlw,4,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
9xtqm2W7sog,UCw65f7SizlMScEOolfDtu9g,5,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,True,3,True
jfKfPfyJRdk,UCSJ4gkVC6NrvII8umztf0Ow,6,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
ms8nkQ38A7g,UCdHp34ke51AhDCuGETD4qbA,7,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
Mz8pGEhmZWw,UCWlIGsKGsvgFJHkiZml4O1A,8,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
3TSBftO5Vjs,UCuXT13wiqK56NR7QSfDWpvg,9,homepage,,politics-left_dislike_4,scrub,79,79,politics-left,dislike,4,False,False,3,False
pH-jiSR_2dk,UCVJgocEWT3u49_4GtulGHnQ,0,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
QbIiPmcgtCY,UCeY0bbntWzzVIaj2z3QigXg,1,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,True,1,True
ySLMHFOZA7o,UC5cFA3uEyS7-PuCmBc5vaFw,2,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
e-0D8nKOhno,UCTQ_iE7idQ-RUHYpDX2DXog,3,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
nWfEANZOYSk,UCw1V3VC3xAzL66X4VwqaKlg,4,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
NkFusHg8b_Y,UCSu7x-J8ESHojsq8mCvFOZw,5,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
gRbdtHP7P1o,UCVxBA3Cbu3pm8w8gEIoMEog,6,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,True,1,True
bFqu9YVuAgI,UCUxc0iEpV8wZV4WLOui0RwQ,7,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
SzuZnh91U8E,UCmyjVwYZbp5YPYTUyeopO2g,8,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
ndAlzoq0FfI,UCW5BaXolL-jh1wAmZC78leQ,9,homepage,,politics-left_dislike-recommendation_0,stain,1,2,politics-left,dislike-recommendation,0,False,False,1,False
O9taTaaHYUc,UCplwPnjH1AAB1He_7rMkHgQ,0,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
bnAKq9yUx-o,UCekqZ-2WiVhKFa3cPi91gbQ,1,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
HxCcKzRAGWk,UCGr-rTYtP1m-r_-ncspdVQQ,2,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
tf77vdc3PQk,UCm8zUuDV6ijGzuhZqFV1W8A,3,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
oDQyj8C8PoE,UCgIi12EA6BQ8HKL8QUccsOQ,4,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
f4Ji9xT-AWo,UCrp_UI8XtuYfpiqluWLD7Lw,5,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,True,2,True
r824Ii9Rq_Q,UC9MAhZQQd9egwWCxrwSIsJQ,6,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
oB7HHVIQeXY,UCUseCJIxUbK_WIn0sUvBZVg,7,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
Z2auT6u2f_s,UCc2yaftWSq_dPdMWuMOfjFw,8,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,False,2,False
ceI-LhhIMMc,UCwWhs_6x42TyRM4Wstoq8HA,9,homepage,,politics-left_dislike-recommendation_0,stain,39,39,politics-left,dislike-recommendation,0,False,True,2,True
2s_u01rDtWM,UCAxm7cstvjQn02xPLCffSuQ,0,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
DXKQCq61nus,UCRS07TwUdb9hTnnX0r5CuxA,1,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
p15GwVo4RSA,UCbjBOso0vpWgDht9dPIVwhQ,2,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
bXtr5V2Vu3k,UCVSQvJyVQrTNywjgneZvgVw,3,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
oB7HHVIQeXY,UCUseCJIxUbK_WIn0sUvBZVg,4,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
_NS2HR6nw20,UCMrZK0aDy9SK5SiP0oLTH_Q,5,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
RZN4A8w20OE,UCCXoCcu9Rp7NPbTzIvogpZg,6,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
2PR94A5dR5E,UCdBLUNcdvIkbClZSCvBIx6A,7,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
9jXwWCyMJyc,UC_AgdslCdhZScRqH8GzEybg,8,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
4YAcQs4pp8g,UCDRmGMSgrtZkOsh_NQl4_xw,9,homepage,,politics-left_dislike-recommendation_0,scrub,79,41,politics-left,dislike-recommendation,0,False,False,3,False
mDt_W2dpKTw,UC5NGBCzW99m4Wa8klWCxKBA,0,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
2IYxm7KOm9s,UCmSp4bDxS9R0jpeZEvkut2g,1,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
RR8dqCCZ_IY,UCvJiYiBUbw4tmpRSZT2r1Hw,2,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
bNLiMICs8bc,UCdC0An4ZPNr_YiFiYoVbwaw,3,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
wBwfMQ1vVu0,UC0zMkiVXD_74vnWJquWuDvw,4,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
38gVZgE39K8,UCHnyfMqiRRG1u-2MsSQLbXA,5,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
SzuZnh91U8E,UCmyjVwYZbp5YPYTUyeopO2g,6,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
fXS_gkWAIs0,UChPuCAEXg7iYkVNjQY1NGYg,7,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
tOsZAW-eIS4,UCd1fLoVFooPeWqCEYVUJZqg,8,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
L4KWhKY85cY,UCUaT_39o1x6qWjz7K2pWcgw,9,homepage,,politics-left_dislike-recommendation_1,stain,1,2,politics-left,dislike-recommendation,1,False,False,1,False
C98gdero8pA,UCupvZG-5ko_eiXAupbDfxWw,0,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,True,False,2,True
06pSJJaoEsQ,UCT1yd7gEOrja_gecmA1lT0Q,1,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,False,2,False
a8xjEEp3t_E,UCwWhs_6x42TyRM4Wstoq8HA,2,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,True,2,True
eeOy3NWukgk,UCDyAFv6Cbbah0IOo6aSulFA,3,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,False,2,False
FIdqOw3Cq40,UCJg9wBPyKMNA5sRDnvzmkdg,4,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,False,2,False
sXvsfkyXqxU,UCBCR8mIRJ_ZbHa4IffEg9bQ,5,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,False,2,False
6XC-9rtuegM,UCa6DBGeztqfXOwcpUnk0Ccg,6,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,False,2,False
pKb-ySKkN5Q,UCz8K1occVvDTYDfFo7N5EZw,7,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,True,2,True
bnAKq9yUx-o,UCekqZ-2WiVhKFa3cPi91gbQ,8,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,False,2,False
mANejj6o3Xs,UCCYXa_5DYS2a636BDPSq9dw,9,homepage,,politics-left_dislike-recommendation_1,stain,39,37,politics-left,dislike-recommendation,1,False,False,2,False
a8xjEEp3t_E,UCwWhs_6x42TyRM4Wstoq8HA,0,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,True,3,True
06pSJJaoEsQ,UCT1yd7gEOrja_gecmA1lT0Q,1,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,False,3,False
UlqMt9uuS7c,UCIVk1L1-JmpdiGuZcVjImtA,2,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,False,3,False
vEQT-FKfKdU,UCLgieSkFsORNiyc6M-CWdoA,3,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,False,3,False
BO2LGnOCKdQ,UCck0bLWMLnX_NhOL50eQDGQ,4,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,False,3,False
7danfOYkFG0,UC0gJOE0fHy2H4c2ina_8Bgw,5,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,False,3,False
8V2iZcKTkpU,UCyri-PL3l4Dn9IooWXQAqfA,6,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,False,3,False
kPkov1bDyUs,UCVuFPbAjTi3mqpH-0veJRWg,7,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,False,3,False
43LvFQ8P5HQ,UCMYlXK0jyerVnc3dmz-vjCA,8,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,True,3,True
0I5PUmBMzJg,UC52X5wxOL_s5yw0dQk7NtgA,9,homepage,,politics-left_dislike-recommendation_1,scrub,79,39,politics-left,dislike-recommendation,1,False,True,3,True
cFGZm4S1_lQ,UCO0akufu9MOzyz3nvGIXAAw,0,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
HeGVeBWECu8,UCt8jfvd9skBAOT6XJwc_mJg,1,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
UmKBzrBOTGk&t=1510s,,2,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,,1,False
uMb7bAlr-vQ,UCT2X19JJaJGUN7mrYuImANQ,3,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
RWNOMdr14Bk,UCSs9Mm6Ad7iPRtQYIW1Lf6g,4,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
yKxBpkbHnpg,UCJHObTFu75LOjJcmeAU5THA,5,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
bAJFeucJcK0,UCj7V_ikJOXO9RC8at6kYfHQ,6,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
1iL17X_5VgQ,UCBLepLiSxTMa9_979OpnJ-g,7,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
YL0_80QEiRI,UCJg9wBPyKMNA5sRDnvzmkdg,8,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
_ZlFOZMPbdY,UClw8Huc_XZcz46GJh5Z0wuA,9,homepage,,politics-left_dislike-recommendation_2,stain,1,2,politics-left,dislike-recommendation,2,False,False,1,False
CWkx1GkiAE0,UCNZyLULUQBp5e9Q1cKtvk6Q,0,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,True,2,True
G2gabgXzMLE,UC5UYMeKfZbFYnLHzoTJB1xA,1,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,False,2,False
ccA8pMbFbuc,UCBCi8RpchMBJaW5GZEgKhnA,2,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,False,2,False
OE7cw4L4_bM,UCbv1QALIIhKnZ0TjGv6zOYQ,3,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,False,2,False
RR9CLqogubQ,UCeY0bbntWzzVIaj2z3QigXg,4,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,True,2,True
ceI-LhhIMMc,UCwWhs_6x42TyRM4Wstoq8HA,5,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,True,2,True
qkS_xef-3tQ,UCz8K1occVvDTYDfFo7N5EZw,6,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,True,2,True
XUhbDZ4jwCQ,UCsT0YIqwnpJCM-mx7-gSA4Q,7,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,False,2,False
1a8A79Tlyi4,UCJyYPIYM-2iuvc6MKasAEQQ,8,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,False,2,False
TtDoDpChZC0,UC8ZyfGD_qP-v75DGCzYQw6g,9,homepage,,politics-left_dislike-recommendation_2,stain,39,37,politics-left,dislike-recommendation,2,False,True,2,True
CWkx1GkiAE0,UCNZyLULUQBp5e9Q1cKtvk6Q,0,homepage,,politics-left_dislike-recommendation_2,scrub,79,39,politics-left,dislike-recommendation,2,False,True,3,True
G2gabgXzMLE,UC5UYMeKfZbFYnLHzoTJB1xA,1,homepage,,politics-left_dislike-recommendation_2,scrub,79,39,politics-left,dislike-recommendation,2,False,False,3,False
qpI1oE00NcQ,UCLKVY6H6OlG4lZoxGXiX12w,2,homepage,,politics-left_dislike-recommendation_2,scrub,79,39,politics-left,dislike-recommendation,2,False,False,3,False
ouRtgHvtlE4,UCgXfssZEtwg2NkYCb4aJs1Q,3,homepage,,politics-left_dislike-recommendation_2,scrub,79,39,politics-left,dislike-recommendation,2,False,False,3,False
gce8kHs42rc,UCwBUwaTxztTPuSzIi2cjimw,4,homepage,,politics-left_dislike-recommendation_2,scrub,79,39,politics-left,dislike-recommendation,2,False,False,3,False
yKxBpkbHnpg,UCJHObTFu75LOjJcmeAU5THA,5,homepage,,politics-left_dislike-recommendation_2,scrub,79,39,politics-left,dislike-recommendation,2,False,False,3,False
ccA8pMbFbuc,UCBCi8RpchMBJaW5GZEgKhnA,6,homepage,,politics-left_dislike-recommendation_2,scrub,79,39,politics-left,dislike-recommendation,2,False,False,3,False
