CHANNEL_ID,CHANNEL_TITLE,CHANNEL_VIEWS,COUNTRY,RELEVANCE,SUBS,CHANNEL_LIFETIME_DAILY_VIEWS,CHANNEL_LIFETIME_DAILY_VIEWS_RELEVANT,CHANNEL_VIDEO_VIEWS,RELEVANT_IMPRESSIONS_DAILY,RELEVANT_IMPRESSIONS_IN_DAILY,VIDEO_VIEWS_DAILY,RELEVANT_VIDEO_VIEWS_DAILY,AVG_MINUTES,FROM_DATE,TO_DATE,LR,TAGS,IDEOLOGY,MEDIA,LOGO_URL
UCEFqqzS9rGU6W7ALVa7Pu2g,The Hidden Underbelly 2.0,19360954,,0.8,52800,10057.937175,10057.937175,19371587,2795.089855742,153.900267561,6626.364764268,5301.091811414,3.451531,2016-10-06T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLS3RlqNO8ZW4KtjJyE_oDaAv29sBVaTTER5coRV=s88-c-k-c0x00ffffff-no-rj
UCV3Nm3T-XAgVhKH9jT0ViRg,AJ+,284525777,US,1,1080000,96269.052365,96269.052365,284956395,220424.766672311,98394.433621011,113527.034739454,113527.034739454,2.525481,2013-12-05T00:00:00.0000000Z,2022-01-12T00:00:00.0000000Z,L,"[
  ""Mainstream News"",
  ""PartisanLeft"",
  ""SocialJustice"",
  ""StateFunded""
]",Social Justice,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLTXXdnJAvxuXZA6c_R-alLyxUdWNLd441ogKl9foQ=s88-c-k-c0x00ffffff-no-rj
UC20wrCJg3ShLLoAqwLii52g,WTFFiwatched,4775583,,0.85,49200,3811.622506,3811.622506,4775963,106.041742976,39.324371323,216.348635236,183.89633995,35.607843,2018-03-22T00:00:00.0000000Z,2021-08-26T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ7ihDaY-w7zStnWUutOslqwqvO_EEvYfMoPnKG=s88-c-k-c0x00ffffff-no-rj
UCIyYmQOEs0vHrIqEpUlKHdw,Rodecast,3477817,US,1,23500,1776.585863,1776.585863,4272689,12708.662620596,507.481323202,5145.986352357,5145.986352357,18.065109,2015-06-16T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,L,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLTUUmMCAP8Of-sU0xPCWamgYUtl7dHIla-G58_p_w=s88-c-k-c0x00ffffff-no-rj
UCcT2Z7Dw_lZWLJm_V1rlQKA,AdamVsTheManRT,6394078,,0.95,23600,47717.186567,47717.186567,6394103,0.7730728251,0.1457888269,18.039702233,17.137717122,6.967890,2011-04-12T00:00:00.0000000Z,2011-08-24T00:00:00.0000000Z,R,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLTqoh92TyBTYrqswAGchGR-74Vm1wRoiHV0Ae--=s88-c-k-c0x00ffffff-no-rj
UCbZS6DZKrp4q8IsXiKiyO-w,SkyWatch TV,43672200,US,1,182000,8774.741773,8774.741773,43461296,96537.293669904,7360.560105519,17564.369727047,17564.369727047,18.643977,2007-11-10T00:00:00.0000000Z,2021-06-02T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AAUvwni1edx0czySs3YF91Su9u3qYiYwxGLSTiZN4admqA=s88-c-k-c0x00ffffff-no-rj
UCXjXjzC8qcEg8-659UbAgKQ,Facing Future,3453547,US,0.95,21300,1346.272798,1346.272798,3484154,2185.365179322,1572.012057842,1746.153846154,1658.846153846,18.201465,2014-12-14T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,L,"[
  ""PartisanLeft""
]",Partisan Left,YouTube,https://yt3.ggpht.com/ytc/AKedOLTGjURFil5y0eWrRXzT90e_Yfz1y1Jwpep9uLbczA=s88-c-k-c0x00ffffff-no-rj
UCvHDpsWKADrDia0c99X37vg,i24NEWS English,74696227,US,0.85,233000,26205.137025,26205.137025,82808233,99045.727925286,61925.843362034,52378.377171216,44521.620595533,8.095488,2013-05-21T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLTYsFq7WRgQJXp99hvkhav-N9iG5H3OMS0jgPQtLg=s88-c-k-c0x00ffffff-no-rj
UCn5tuJ9IJ32Hu5lJFa65gDw,Cryptid Brothers Investigation,2946159,,0.9,26500,2640.762545,2640.762545,2947091,18.402957045,13.194751344,238.892059553,215.002853598,64.379747,2017-01-20T00:00:00.0000000Z,2020-02-10T06:00:03.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLT2zBzIHy3L7yWwcZtkIvsBQ4UYYFW4fiHdaK6e=s88-c-k-c0x00ffffff-no-rj
UCc_QZiUaynMr9dPXfa3h3gg,God's Handmaiden,3150801,US,1,15600,1497.181084,1497.181084,3150069,1282.305242816,396.963749363,957.199751861,957.199751861,19.183398,2016-04-10T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLThcwtzvCem0Dl0qFzaq3y3lDDO6jqvmD8PatEMQA=s88-c-k-c0x00ffffff-no-rj
UC64-1VdIKLzyWf31I3w5_0g,PAM JONES FOR LIBERTY / PEDOPHILE EXPOSURE PROJECT,2124481,,1,16300,1542.854136,1542.854136,2126053,729.575478027,8.119342071,894.084367246,894.084367246,5.585170,2017-01-13T23:06:52.0000000Z,2020-10-22T01:21:37.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/a/AATXAJz_7ageeNnXn_dxDCN-7IZ-0skRLkH4XFRvtYhO1g=s88-c-k-c0xffffffff-no-rj-mo
UCLjGwELoFRXojiw8T2t2BDw,Travis & Jonathan,46753558,US,1,24900,7966.200954,7966.200954,46737701,303.706387605,64.35516873,253.120347395,253.120347395,27.203216,2005-12-22T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,L,"[
  ""PartisanLeft""
]",Partisan Left,YouTube,https://yt3.ggpht.com/ytc/AKedOLQRWJ3g2zqR0F2GkgCNUVjvOTLqZ4gbliU2RxucjA=s88-c-k-c0x00ffffff-no-rj
UCMSsLqxqvZsNXi0Z-VjN89A,Doctor Mike Hansen,91359155,US,0.6,982000,77076.268557,77076.268557,92414446,70171.900293161,186898.895312314,114345.663771712,68607.398263027,15.661654,2018-10-03T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLSJKUcLhD5X1PZHSauGxhafx7N2rL4sfq_KKxkb9A=s88-c-k-c0x00ffffff-no-rj
UCcTzK_2JDmFYGnUiaUleQYg,Lisa Cabrera,51778370,US,1,109000,32425.639688,32425.639688,54085967,178635.090916932,43157.128961235,50001.100496278,50001.100496278,24.109140,2017-06-22T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLTd7I3yPLg9qg2rOwTeRzpjTc_BHT10ESLQndXv4Q=s88-c-k-c0x00ffffff-no-rj
UCaeO5vkdj5xOQHp4UmIN6dw,The Daily Wire,762950474,US,1,2630000,326120.869602,326120.869602,762796714,2441030.7769168,155153.978787962,438744.580645161,438744.580645161,24.424864,2015-08-20T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLRU-Gp7DBTpcd5tD9vLmHTD0Om7Gpt5vgPlyH1lgA=s88-c-k-c0x00ffffff-no-rj
UCWbuYJxKjEfbZtQFDtvBtTA,Stellium7,322035,ES,0.95,17200,320.896723,320.896723,323143,86.300607066,14.107512715,276.849875931,263.007382134,31.711111,2019-02-20T00:00:00.0000000Z,2021-11-23T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLStXcu_DCBe3T7CLf62QSLTUTUD5F84eNV-rDzk=s88-c-k-c0x00ffffff-no-rj
UC_1U_Gglxd_7TPE_a8p2G3w,Ed Opperman,4126349,US,1,17300,1258.521883,1258.521883,4169483,2050.955352308,1040.81930829,1433.573200993,1433.573200993,91.876647,2012-12-20T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLSZp7EY3g4MuHDegKMu0sXkAXJDa5XSAqvyRfcy=s88-c-k-c0x00ffffff-no-rj
UCRsIGRkKx6kUF03jo9eHO_A,WLRN Public Radio and Television,7070318,US,0.9,15900,1879.165121,1879.165121,7090090,467.039220521,1014.638011775,2111.626550868,1900.463895782,1.374391,2011-09-08T00:00:00.0000000Z,2022-01-06T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLSCmdGdTJmrwVNbnZ5bUiAlogaCDwgUiAVrDsDoUQ=s88-c-k-c0x00ffffff-no-rj
UC0Ud2F59K45tT5dujVD0Qzw,Naked Bible,1263606,,1,27400,1490.038824,1490.038824,1266533,50.587254963,68.491398406,334.674937965,334.674937965,40.790323,2016-01-26T00:00:00.0000000Z,2018-05-25T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLTnqbHzP41F9pgnDrCEKtg9wer2-9lwdRgzZl2KLg=s88-c-k-c0x00ffffff-no-rj
UC30yVMtm10VHji7Rcg2hVfw,Torah to the Tribes,3667429,US,1,28400,945.524279,945.524279,3641214,1413.264489094,1510.044090878,927.713399504,927.713399504,69.536481,2011-07-01T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,R,"[
  ""Black"",
  ""ReligiousConservative""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLQGoCIEj6R2UXNolPOBd2BpeHHhmh8WroLf9cqkmw=s88-c-k-c0x00ffffff-no-rj
UC_Ri-2rbPgfVQDo8jUDwB9A,TheScienceFoundation,8838166,,0.95,57100,4667.482577,4667.482577,8840212,134.582818738,6.948013797,148.181141439,140.772084367,35.602941,2009-02-25T00:00:00.0000000Z,2014-05-04T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AKedOLR-YuPJCpqjRKL68Oq3NNYwkD9boRavsuyTfw=s88-c-k-c0x00ffffff-no-rj
UCPVCwPbaFdbD6tIkJQiDn-Q,Moorish World Tv,3145753,US,0.9,22800,1694.015905,1694.015905,3408360,6319.773742159,1600.705577203,3096.734491315,2787.061042184,109.874618,2016-07-09T00:00:00.0000000Z,2022-01-11T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/VyGR6bkr-Zi0-KfGJRP64HLKYkgtuchKgptMZ1IZpTYqdf4OUbx5nYdCpL2nxoF2DNNrEPKOsQ=s88-c-k-c0x00ffffff-no-rj
UCWTf4zaBgxcji6mVu-C1RtQ,Dan Dimension,4331365,US,0.8,22300,3931.250454,3931.250454,4332238,34.776006442,1.055562174,108.291563275,86.63325062,4.092593,2015-12-21T00:00:00.0000000Z,2018-12-27T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLTPCfoSSoUetIuApF1zFIoxOlxeJBagPj-FMOCLZQ=s88-c-k-c0x00ffffff-no-rj
UCO_uauJxEskeAezeojkXjAg,Paul Nielsen,5354882,GB,1,33500,3737.846367,3737.846367,5401188,12242.645036898,189.647075249,2822.120347395,2822.120347395,10.347458,2017-03-14T00:00:00.0000000Z,2021-02-26T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLQUJsrnns7Sx54zZn3mktOHNdhAj999ekFzYCKUeg=s88-c-k-c0x00ffffff-no-rj
UCNXwDCTBaa0WPEf1cOUHe9g,Endoca CBD,4314687,DK,0.8,51100,1847.607952,1847.607952,4321555,94.67954795,50.400017746,670.191066998,536.152853598,1.731061,2015-06-10T00:00:00.0000000Z,2021-11-04T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQoDf8caBr7kprUEZA2va0TQDfJURyeS-A_i_TAkg=s88-c-k-c0x00ffffff-no-rj
UCiQXRByjTj9gYJqI8O22KBw,Conscious Consumer Network,521439,,0.9,14500,223.297297,223.297297,553554,54.097530689,25.950196189,69.346153846,62.411538462,97.140751,2015-01-05T00:00:00.0000000Z,2021-10-19T09:22:45.9635626Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRxPzWi6mSF02K-cpy_6mKRdqIHajGect1w3A9GoA=s88-c-k-c0x00ffffff-no-rj
UCUZeckY9uj9Evg9XwMqG9Kg,“BravoMike”,1544142,,0.95,21600,930.457831,930.457831,1544560,249.449815093,163.730269436,250.17866005,237.669727047,11.117647,2017-01-22T00:00:00.0000000Z,2021-08-09T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/3R-Szp1FA-XdYzcLNj1L7pKbyaoo1Cu5xVdZbQ8YXBJOMAkNI79n7JmX6xqBZFifBR9DEsWrPA=s88-c-k-c0x00ffffff-no-rj
UCF7hznHog_lCTbwxjj1jrPg,Yahoo,110634600,,0.9,269000,26231.510422,26231.510422,110749437,2364.962468586,104646.98744922,21323.746898263,19191.372208437,2.694489,2010-04-19T00:00:00.0000000Z,2021-11-09T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLS2WjB5MvGEYZrsHurfeynvDw_U6Q2q02AZRzv3pw=s88-c-k-c0x00ffffff-no-rj
UC8Ioh4atNDO5a0Vy2qFmauQ,NTD,346201119,US,1,1310000,65908.697394,65908.697394,371790962,2363662.47173943,2335970.19476963,391159.158808933,391159.158808933,32.011501,2006-08-05T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,R,"[
  ""Mainstream News"",
  ""PartisanRight""
]",Partisan Right,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLSyD3o_ekHrwVODVAYG10T44a19erMKCG2PUBBycw=s88-c-k-c0x00ffffff-no-rj
UCVWMVBg1RPrDlakdmbyTKBA,Zooming In with Simone Gao,25550831,US,0.85,229000,19844.295732,19844.295732,26035716,65481.417519802,108899.485634938,26902.212158809,22866.880334988,25.853026,2018-06-05T00:00:00.0000000Z,2022-01-07T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLTB7U1xWYHbxXjLl-usWkugLAyD--M3vk4fvvmORQ=s88-c-k-c0x00ffffff-no-rj
UCu3m8kI80rCTg9UAqO0_0bA,Georgia Free,4217590,AU,1,32700,5835.220994,5835.220994,4224700,6198.035633831,4414.255864918,1445.05955335,1445.05955335,8.443299,2018-07-26T00:00:00.0000000Z,2020-07-19T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AAUvwngOxMemE8EKxszjiujaCa8Y3Hjw1-r5l7wVXgt--g=s88-c-k-c0x00ffffff-no-rj
UC78TOGzHQNmhcjpcOf0YhBw,AUTOCHTHONOUS ONE,3206852,,0.9,21800,1699.299373,1699.299373,3252459,337.356074635,140.221016425,525.234491315,472.711042184,85.925553,2016-09-02T00:00:00.0000000Z,2021-11-29T00:00:00.0000000Z,C,"[
  ""Black"",
  ""Conspiracy"",
  ""SocialJustice""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQI3b-gAu4rv-FTQhPytJO_pgDG3RvZD84-8tNcug=s88-c-k-c0x00ffffff-no-rj
UC0lyfnDD2_ijrPr_IQGWTJg,Thomas LeRoy,2603161,US,0.85,12200,738.861663,738.861663,2638475,251.325914241,103.935051036,418.995037221,356.145781638,5.958333,2012-04-06T19:58:14.0000000Z,2022-01-15T00:00:00.0000000Z,R,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AKedOLQwiKX36AwyaYOTILL27wZUnfxUk8HtMupaUSyGww=s88-c-k-c0x00ffffff-no-rj
UCvHqXK_Hz79tjqRosK4tWYA,ThunderboltsProject,35652761,US,0.8,195000,7149.293429,7149.293429,36010991,2080.18689784,1845.510157852,5727.8808933,4582.30471464,15.909209,2008-04-01T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQDfFU6nSn17vdat42F_18QJOiyMO1LYr_afLzh1g=s88-c-k-c0x00ffffff-no-rj
UCr087zFpouZr8psN4vDVyyw,Fred Tarsitano,1962522,,0.9,13800,482.548633,482.548633,1959630,76.883729907,85.044839793,226.79528536,204.115756824,26.845361,2010-07-05T00:00:00.0000000Z,2021-08-17T00:00:00.0000000Z,R,"[
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AKedOLQiBbWZgW5E3IqSW0P59URp9OfYNXP1yjoCerpvrA=s88-c-k-c0x00ffffff-no-rj
UCUM0EMVw0nyynzUvwzO4vxQ,British GQ,148446666,GB,0.8,387000,38341.306833,38341.306833,147575690,9646.494238369,1034632.14104356,82892.042183623,66313.633746898,8.049285,2011-06-29T00:00:00.0000000Z,2022-01-11T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/EhtrgGb1Ck7ilqkvjfz0pXmdvdsnCG2jgkDaeeU9qjbzH2QSpPSBqsH_O-j-VGkv7XfgmQdpMA=s88-c-k-c0x00ffffff-no-rj
UClEdiv5SfhEbogXyF4739iw,House of Destiny Network,707317,US,1,27400,557.698824,557.698824,711066,801.00550165,995.584278335,603.964019851,603.964019851,27.369955,2018-07-18T17:45:40.0000000Z,2022-01-13T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQND3sF4uBdVuTyvaJfWudjXd4iLRXIx7N3C7A2Vg=s88-c-k-c0x00ffffff-no-rj
UCbv6uKrZUFqYoDLXIAlARVQ,Actual Jake,5145839,US,1,24900,5891.881007,5891.881007,5149504,28394.328072156,26383.108226192,6111.873449132,6111.873449132,44.167382,2019-08-19T00:00:00.0000000Z,2022-01-09T00:00:00.0000000Z,L,"[
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AKedOLRa4I3tVHMT16JAURuZrK72ScrYzeMytx2pAlYE=s88-c-k-c0x00ffffff-no-rj
UChnVoek_V6NgBi0wSjapYmA,Calvary Chapel Ontario,21223881,US,0.8,112000,7001.991349,7001.991349,21853215,2194.185073325,2983.644380535,12831.598014888,10265.278411911,38.840206,2013-06-28T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,R,"[
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AKedOLSXBErt5aUsDyWst1ZO4uWuDRVNcX9QVZKQbH3N5Q=s88-c-k-c0x00ffffff-no-rj
UCKtHmQFuqJuBKtMfR9DMUKg,John Razimus Mysterialis Paranormal Investigation,3177386,US,0.95,11200,675.832412,675.832412,3177764,17.339492643,5.621225405,100.35235732,95.334739454,26.843537,2009-02-25T00:00:00.0000000Z,2022-01-10T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRSXKBzuwrIkxpR5ugkKipEAw8W79UG5G_RXW4qaA=s88-c-k-c0x00ffffff-no-rj
UCSb18es7HMpAC99AgZCt5iQ,TruthUnveiled777 Archives,2115183,US,1,41500,1944.881170,1944.881170,2127700,531.829328325,219.876888056,366.935483871,366.935483871,32.664063,2018-03-06T00:00:00.0000000Z,2021-03-04T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AAUvwniO5q57RJ3Lw_svxeNW-BBC5sp9kNU0slSQhj01=s88-c-k-c0x00ffffff-no-rj
UCQcPBLsq9rRc5TxDqSz_Dog,Your Black World,125212894,US,1,430000,27119.811578,27119.811578,125076571,87815.558351774,20002.891288304,26008.436724566,26008.436724566,19.113621,2009-05-31T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,C,"[
  ""Black""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLSMGuMqiyJZME1DlsjAsQYTebcf7v-8XVpi8BPJKA=s88-c-k-c0x00ffffff-no-rj
UC9slx_T-Rjue2axR4IA9r5A,iStateOfMind3,9900357,,0.9,15500,11742.282172,11742.282172,9945713,4.196238823,103.584001382,2332.723325062,2099.450992556,7.920000,2012-08-17T00:00:00.0000000Z,2014-12-12T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLRti6Wtcd_ROJBK1YK_HK09Ja04goB0vcZtcgXb=s88-c-k-c0x00ffffff-no-rj
UCinjnmQEwCddOudyCC1v7qA,KTLA 5,329077724,US,1,483000,62903.891451,62903.891451,327414755,273164.191627067,201244.720094012,242938.003722084,242938.003722084,8.795432,2007-10-11T00:00:00.0000000Z,2022-01-10T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLS0wOfCiz8e5R5Ua8mhmYIJY0hinHFBen3jvmgaEw=s88-c-k-c0x00ffffff-no-rj
UCczwvSrEXNDW0DEU_2r3yhg,TrueGritProductions,3724041,US,1,23300,1002.301384,1002.301384,3984148,46.40927062,11.593923551,155.725806452,155.725806452,10.971319,2011-02-25T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,R,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AKedOLTx6yC8T5kQDpYgm0BuMyQweXg3grJaX95tdTke1w=s88-c-k-c0x00ffffff-no-rj-mo
UCNliOXKmMDAxdgx7KMJKi8A,Rise On Fire Ministries,2286908,US,0.95,21900,988.920737,988.920737,2308141,429.323805156,368.298595123,366.836228288,348.494416873,26.297009,2015-08-26T19:53:21.0000000Z,2022-01-15T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ-rtJ1isAzlBIZMeGV_APZRD-I5QMwGDaC1YY-=s88-c-k-c0x00ffffff-no-rj
UCn4sPeUomNGIr26bElVdDYg,NowThis News,1295402275,,1,1720000,400182.009001,400182.009001,1289386433,3343740.56739117,2164078.72695878,1404041.39454094,1404041.39454094,21.422025,2013-03-21T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,L,"[
  ""MissingLinkMedia"",
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,Missing Link Media,https://yt3.ggpht.com/BxgVQ-t_tMAV-9orssSEKW8ojS4fLePRxHPgYeIA-a1WEeOEyJBXiP_x3YFhhgpwSWbQATj7ew=s88-c-k-c0x00ffffff-no-rj
UCY6iyTdzI9ra_mY6LSC7iDQ,Chris Thomas,2035439,CA,0.9,18000,962.459102,962.459102,2035601,76.119864235,49.828507595,118.225806452,106.403225806,69.108696,2015-12-02T00:00:00.0000000Z,2021-09-16T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQdfqULftIB83AbJHZ45TrxQbURk1pxuEh5wulWXg=s88-c-k-c0x00ffffff-no-rj
UCP9mSuSNZjaYNroqaSaDE_w,Cre8-Health - Thought Project Earth 🌍,3091076,GB,0.8,24900,821.747209,821.747209,3091413,5.672536119,0.006349101737,23.416873449,18.733498759,24.000000,2010-10-29T00:00:00.0000000Z,2021-02-15T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRvI5WG-2R1__cCSoaobfv2UTtoQeWuYzibLB6m0Q=s88-c-k-c0x00ffffff-no-rj
UC6vEgUAUC6ti47YsczNNoRQ,BionicDance,5917592,US,1,24500,1089.769245,1089.769245,5917447,232.397890434,329.802321294,332.357320099,332.357320099,7.386875,2007-02-08T00:00:00.0000000Z,2021-12-21T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AKedOLTpvZWIyf1dpoelbPoMvPS8sRYJa873ffsErOffxA=s88-c-k-c0x00ffffff-no-rj
UCfpbDgJez7lIweqI3TO2rRw,Steve Cioccolanti & Discover Ministries,49858430,US,1,321000,12307.136173,12307.136173,49979280,21666.541529764,1667.426592144,11393.756823821,11393.756823821,18.756381,2010-11-28T00:00:00.0000000Z,2022-01-10T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLR_VTUjBA9ap8GbZh7T-nG6P8hl9akoPfKwAoxvkw=s88-c-k-c0x00ffffff-no-rj
UCjpV4j0L-fPUkou2BO4Tdjw,Truth Seer Am,6046665,,0.95,10100,3296.989640,3296.989640,6046679,3.522904389,0,8.900744417,8.455707196,20.000000,2014-02-11T00:00:00.0000000Z,2019-02-19T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRaUfIlTVrYmuR8J5-ox6QZ4o0XbpQbXspd38s2=s88-c-k-c0x00ffffff-no-rj
UCxjLvhIMNDxvpbH6N_MG3PQ,Minister Barton Aaron Porter,901795,,0.9,17600,567.665743,567.665743,1229564,249.817558746,108.850436573,241.357320099,217.221588089,23.310038,2016-02-08T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQd7gopIIIq4e8u6Zh5CiFQSP8_HLYEidogqb1Jdg=s88-c-k-c0x00ffffff-no-rj
UC71XzrTqnR5yZtbueZNggWw,New Song Church and Ministries,2087095,US,0.8,15100,625.091876,625.091876,2115936,3648.492510521,1780.559791257,2165.91191067,1732.729528536,28.052917,2012-09-22T00:00:00.0000000Z,2021-12-29T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AKedOLQPL3EaQI0GqTyokRG-SLbM6_bSFoKevLiC4j8aqw=s88-c-k-c0x00ffffff-no-rj
UCe7FBDnfm0-XOFIA0CXSrjg,Zetetic Flat Earth,3371864,AQ,1,17800,1461.023286,1461.023286,3388113,183.979954789,0.01649406948,149.078163772,149.078163772,16.673469,2014-09-25T00:00:00.0000000Z,2021-01-30T22:13:34.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AAUvwng7LTlv2eOWF1VmoMGTljT9CAW0ZC_zfM4HPDWAAg=s88-c-k-c0x00ffffff-no-rj
