CHANNEL_ID,CHANNEL_TITLE,CHANNEL_VIEWS,COUNTRY,RELEVANCE,SUBS,CHANNEL_LIFETIME_DAILY_VIEWS,CHANNEL_LIFETIME_DAILY_VIEWS_RELEVANT,CHANNEL_VIDEO_VIEWS,RELEVANT_IMPRESSIONS_DAILY,RELEVANT_IMPRESSIONS_IN_DAILY,VIDEO_VIEWS_DAILY,RELEVANT_VIDEO_VIEWS_DAILY,AVG_MINUTES,FROM_DATE,TO_DATE,LR,TAGS,IDEOLOGY,MEDIA,LOGO_URL
UC-sLjpZYal3Y6Wso5qwaxhw,Joe Walker,4959053,,0.9,22400,7373.823442,7373.823442,4969957,12.73420905,619.73440413,805.630272953,725.067245658,24.714286,2012-12-25T00:00:00.0000000Z,2014-10-30T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLTLC4-Ia3V6iIL2I0DP7fUhMaoAzybx3LODfWIM4Q=s88-c-k-c0x00ffffff-no-rj
UC7zGzURoj0k1ea3xPQ69DYg,NewRealities,20614775,US,0.8,73100,3658.459113,3658.459113,20534931,809.269900467,376.214595267,1182.157568238,945.726054591,46.267215,2006-09-02T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQnFS2xOs4Nn-XF3EoGKo_wgZyRguj5eQJzqy2o_w=s88-c-k-c0x00ffffff-no-rj
UCfjy9IdZ2n0_OIXPf2VQw4Q,coldcrashpictures,10004723,US,0.95,150000,2550.804659,2550.804659,9963443,3684.929913233,3666.721531668,2494.485111663,2369.760856079,13.351351,2011-04-20T00:00:00.0000000Z,2021-12-29T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AKedOLQpJ8aE0GjgkorBSRx0RVOxw4652ffmDZB0KDJlfw=s88-c-k-c0x00ffffff-no-rj
UC4mJKqkixe4nT98JTLJ8h4Q,javadzarif,876029,,0.85,34400,327.399103,327.399103,876120,46.356868535,12.162078831,66.284119107,56.341501241,15.029412,2013-11-19T00:00:00.0000000Z,2021-03-18T00:00:00.0000000Z,L,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLRxxvNDkbva__xJhyWguIFuyATxrQXKqRIVUQaH=s88-c-k-c0x00ffffff-no-rj
UC4YM0NX86SgxJRf8y0lQ3gA,Messy Elliott,119470,US,1,10800,711.732143,711.732143,119571,160.386651166,15.206043727,45.184863524,45.184863524,20.600000,2018-07-08T00:00:00.0000000Z,2018-12-23T00:00:00.0000000Z,L,"[
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AKedOLRWpnNY4iZUk17UTRK34AvEsYJ1BiEyyRrXign1oQ=s88-c-k-c0x00ffffff-no-rj
UCm0yTweyAa0PwEIp0l3N_gA,talkRADIO,137674148,GB,1,281000,82816.253998,82816.253998,176067356,369569.315845402,383190.580899544,181595.49751861,181595.49751861,77.371874,2016-03-21T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/v6q2qrwzH1S_71klgovvIftYn_dXvK1uSaiZAoL7W5EUTxGh0hl_x0mvvcxuMJj-lrkD8W9P=s88-c-k-c0x00ffffff-no-rj
UCialsmUlTRABKPw31VDx1eQ,Foundation for Economic Education,29538903,US,1,264000,6794.084059,6794.084059,31198434,17435.440998292,29153.55572839,19382.208436725,19382.208436725,23.674115,2009-06-15T00:00:00.0000000Z,2022-01-10T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""Libertarian""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/Rno2nsLSHcYmLOrNxLCWihiu6WRs6qlBYH7-9wwdd9GCZxCX3mI-dhpkvsc_4znjxUwSRFtCAw=s88-c-k-c0x00ffffff-no-rj
UCeJHGyhpEN0-xargFqMUPuA,Scott Carpenter,8254649,US,0.9,46300,1768.038386,1768.038386,8106456,1829.361876458,605.04852681,2546.884615385,2292.196153846,10.037736,2009-06-15T00:00:00.0000000Z,2022-01-03T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLS-_8Q1nBHPqmNl8gZUrCf0nDV_X-4Lg1K_qyOizQ=s88-c-k-c0x00ffffff-no-rj
UCxHkcxChLrCK98UuA5nwHng,Dana Ashlie too,125309,,0.95,25200,362.294798,362.294798,125354,659.983065063,0,155.487593052,147.7132134,53.000000,2021-02-03T00:00:00.0000000Z,2021-02-03T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRCSZd8NvVt73VpXUEKMz3RM31fwkotgNLSoXcm=s88-c-k-c0x00ffffff-no-rj
UCN5V0JO3jCMHvmMezj1ueyw,Alan Roberts,49802526,US,0.95,242000,25160.610035,25160.610035,50648308,24885.959885521,19034.573944358,18462.901985112,17539.756885856,13.821306,2016-07-11T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLRb9cdNL3HJ6kEwvxYSoTcbVH4Zf2yPx8hqC3OZKA=s88-c-k-c0x00ffffff-no-rj
UCGcW1IvvBzwUgOPNQsbUSSQ,Sports Wars,43471614,US,0.8,116000,31337.085076,31337.085076,43464537,151488.644707117,88822.132830405,53464.774193548,42771.819354839,8.785397,2018-03-30T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,C,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLS6-x73eDTZZZOo4QPWxbwnkLkPAYQidtW2jpeSpw=s88-c-k-c0x00ffffff-no-rj
UCV5ys-3_oGpRGwHdfEDgxww,Bret Baier,8811498,,0.95,12600,2035.249595,2035.249595,8798384,144.364256002,380.463883686,181.720843672,172.634801489,2.433447,2009-09-28T00:00:00.0000000Z,2021-07-30T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLTWwbFOM4Idrtf8Z1l1qakgSELEc2AdbPSbCup91g=s88-c-k-c0x00ffffff-no-rj
UCH9gafn41oPg7s6bQwiMwTg,BasedVidya,1053673,US,0.95,11200,1936.659926,1936.659926,1053543,3.440896488,1.099715945,4.282878412,4.068734491,7.857143,2015-08-01T00:00:00.0000000Z,2017-01-26T00:00:00.0000000Z,C,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLSVX-vQfW8DxryEErpiSEfA95EJELNCYx6MBqudMQ=s88-c-k-c0x00ffffff-no-rj
UCP2gdh7HfjgCoi8lO50dA5w,Fortune Magazine,22478296,,1,121000,5061.585034,5061.585034,22321590,8221.586532009,6001.484245197,6242.423076923,6242.423076923,9.521299,2009-11-10T00:00:00.0000000Z,2021-12-07T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLSgW0kXYXpN_UQ-fzHtRNV5xZICs5lAkhfI3eLE2w=s88-c-k-c0x00ffffff-no-rj
UCH5qP08MbQrFNAAfFx-6h3Q,AMS News,6603720,US,0.95,22100,8837.782152,8837.782152,6734390,9639.913623173,2980.252576682,8352.816377171,7935.175558313,11.501730,2019-12-14T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,C,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLQAOLcNTYfU-Pz9IU2N4e6hYhLnbqXLCAkVbkgkEg=s88-c-k-c0x00ffffff-no-rj
UCODc8Pa-_WUMaVRp9dvmNmw,13News Now,39429492,US,1,83400,10785.171399,10785.171399,31147575,19371.286590734,26667.466440819,21133.239454094,21133.239454094,2.504223,2014-02-18T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLT7OJVT7Myb81KQV7CSRvfXWp4Y5R2WZ8bzEzU-3A=s88-c-k-c0x00ffffff-no-rj
UCw5pSFA1KVZJruigo_FVv2Q,OpenMind,258812,US,1,150000,789.391081,789.391081,920430,5645.215518201,123.278579876,778.982630273,778.982630273,23.747126,2018-11-06T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLTEscw965VEO9qZvRUT3e3pBHVX7QgRXOB58L1F=s88-c-k-c0x00ffffff-no-rj
UCRXnOs1rjfLMYrtZ-0n29NA,FreedomToons,139990109,,1,752000,52671.018038,52671.018038,140157579,259957.302715886,166906.419454068,109963.281637717,109963.281637717,4.309028,2014-10-01T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""Libertarian"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ1iaxCMtCSmJtY3N1kbgeKZM6U_VMqbVIzDBJnxw=s88-c-k-c0x00ffffff-no-rj
UCV4vOEEG8DXZyLSl5P9lLmg,Brittany Simon,1501451,US,0.85,76100,423.189941,423.189941,1506133,4383.356033681,3700.576297404,1848.64516129,1571.348387097,45.326271,2012-04-18T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,L,"[
  ""AntiTheist"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/JH54z0oIGVWPztQf4zVGV24WdPXOQPy7sX_zMa9HqHjkQ2xiFqI2sj9dpQOCk6ns7rlSQPcx3BA=s88-c-k-c0x00ffffff-no-rj
UCvEBxEqM43Y-IU3nUW4ymQQ,Peachyoghurt Genderfree,1146143,,0.85,15000,565.022795,565.022795,1140216,87.734690225,68.848506514,301.70471464,256.449007444,7.037736,2015-06-22T00:00:00.0000000Z,2020-12-30T00:00:00.0000000Z,L,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLQTpE43BhMZdlyr0SqiOAYqmK3CHwhH6Q0D0WeE=s88-c-k-c0x00ffffff-no-rj
UCZeP6H2mELnRI9imY5Iga0g,Ayla Wife,239188,,1,10400,275.948187,275.948187,426064,40.515435571,5.810745112,19.181141439,19.181141439,33.448819,2015-08-30T00:00:00.0000000Z,2019-11-21T12:31:46.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight"",
  ""ReligiousConservative"",
  ""WhiteIdentitarian""
]",White Identitarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLTHTvfJVcayP8HcXzMB9sz01qr_57-mYIM2jDXcqeA=s88-c-k-c0x00ffffff-no-rj
UCfcIRCpBxK1f6RjWzLBXOHw,Foreign Policy Association,4382900,US,0.9,42500,1010.177475,1010.177475,4377099,253.501857895,10295.530906804,2081.973945409,1873.776550868,18.030013,2010-03-05T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLQFdd-9ydXepXK1PUr3sN9XwtdFGTGOkWC6eCgKMw=s88-c-k-c0x00ffffff-no-rj
UCE6AKvzwpL03oI8MCxOUTYg,Thomas Oklahoma,15695108,US,0.85,28500,11497.298168,11497.298168,15693812,15.020384949,0.07628936663,190.796526055,162.177047146,26.548387,2011-02-17T00:00:00.0000000Z,2014-11-13T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/vUEqkSh_Jh95ycjgAOfP1zGy9pDKEomUG6JM-04B_E6yjMLMKWMFLVoVbI8aXahuOIIRrA0u=s88-c-k-c0x00ffffff-no-rj
UCyCwfDOKjkm2VLWRxa7Ayhw,Smithsonian's National Museum of Natural History,2082351,US,0.8,14000,402.044256,402.044256,2134855,131.731909483,160.991909301,614.224565757,491.379652605,10.708249,2007-05-11T00:00:00.0000000Z,2021-11-23T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AKedOLS5_CCL0HllgNTIda4V4WEpWtPbfDqGQkjapnTj1Q=s88-c-k-c0x00ffffff-no-rj
UCkQ_POWonuK02WTonGHx6QA,Dropping Truth Bombs,376499,US,1,14800,1766.268482,1766.268482,453931,123.885909869,0.9126263568,67.796526055,67.796526055,20.000000,2019-09-01T00:00:00.0000000Z,2020-05-15T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AKedOLQcV81QcG1pR69XXH9l-1Ljenm1-QjHsukHX7UQ=s88-c-k-c0x00ffffff-no-rj
UCo219sS7ZjxPMxeiMioJ4VQ,TruthIsABitterPill,4253907,,1,32400,2463.495078,2463.495078,4254456,97.487048863,39.617068955,200.393300248,200.393300248,14.975510,2016-01-18T21:10:58.0000000Z,2020-10-10T14:28:53.0000000Z,C,"[
  ""Black"",
  ""Conspiracy"",
  ""SocialJustice""
]",Conspiracy,YouTube,https://yt3.ggpht.com/a/AATXAJxtIpiByaUo_VcfRlbMX-y9pzEVZxbOI1UX4oK_=s88-c-k-c0xffffffff-no-rj-mo
UCV6G9HQpHbpSQy7pr6Lm3-g,Doctor James,2933501,,1,16200,1389.187500,1389.187500,2933964,5.68703464,0.005849181141,26.428039702,26.428039702,58.375000,2015-06-27T00:00:00.0000000Z,2021-04-08T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLT0VYeYM8-KAtmAzsxY7RbafoAl4koZpGOQ7pxaqg=s88-c-k-c0x00ffffff-no-rj
UCWbsgPlZF7F_nJNq5--2f9A,[Written on my Heart],7951348,,0.95,17500,2872.660043,2872.660043,7951523,16.998229918,0.03245515881,77.981389578,74.082320099,52.843750,2012-03-01T00:00:00.0000000Z,2019-09-29T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRrLPpFFvFImn3j2UGt31cqmI0B6onIJ5ml-QSD=s88-c-k-c0x00ffffff-no-rj
UCDOmWsgT36Oo38P14cL7CiQ,BosnianPyramidsTV,14103893,BA,0.8,77600,3923.988917,3923.988917,14161676,10301.731049329,8227.008684453,15506.977667494,12405.582133995,13.257094,2012-02-26T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQLUPxyJ9Gl3fKCmAb0I9p39TZDeTbaNvBsIlOl=s88-c-k-c0x00ffffff-no-rj
UC2nQYGjfe9I_tgWpqgJorUg,SGTreport,130445143,US,1,630000,27446.689783,27446.689783,111213987,170946.697157863,3259.736462563,22958.885856079,22958.885856079,28.194253,2009-09-07T15:48:49.0000000Z,2020-10-11T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/a/AATXAJzrhAAecqLp5OoYJo4tTVkooi8IfB4W7nKMStmM=s88-c-k-c0xffffffff-no-rj-mo
UCzn8AgRWkAPWLEQ1Fvk2RBQ,AngryAussie,46695867,AU,0.95,27800,8189.093525,8189.093525,46669644,105.86879846,31.624369571,297.991315136,283.09174938,39.387246,2006-06-09T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,L,"[
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AKedOLR8qD4TyXQuEQ46wt41vFI3GxBZapEFGWlnN05f=s88-c-k-c0x00ffffff-no-rj
UCS3pMFB7C_BujEG5xaQIZzw,Marco Rubio,9783962,,0.85,17600,2092.089179,2092.089179,9782609,11.879531272,1.558595657,74.667493797,63.467369727,4.770625,2009-03-24T00:00:00.0000000Z,2022-01-11T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLTavVISk_eiJMOV8zsfJ0iEoo8lQGK3JTsbMNE8KQ=s88-c-k-c0x00ffffff-no-rj
UC9hvyQ4XQ3dgmNNNrhyJUvw,CitizenActionNow,7256038,,0.9,13100,3462.273855,3462.273855,7256926,0.8810880074,0.1937610112,142.831265509,128.548138958,2.837237,2011-11-20T00:00:00.0000000Z,2017-08-16T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLQQAsC3PqxiM60VMuoSm8X1Gteu0GUS2aOnYdqs_Q=s88-c-k-c0x00ffffff-no-rj
UCi7gbnBGIxB6k0K8Bgdt8nA,EZ PZ,9704784,,0.95,56800,4382.282560,4382.282560,9724285,1848.197849754,485.811425143,2411.897022333,2291.302171216,39.818182,2015-10-23T00:00:00.0000000Z,2021-11-19T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLSjT4uqasI0l3zm47GVrTk1icztvAlLr1lgaQEXGQ=s88-c-k-c0x00ffffff-no-rj
UCrfbUlKKNGMmYIAWGAvryFA,Compiler Revolt,31421978,CH,1,54100,18919.753005,18919.753005,31482469,23099.839604924,15659.905368108,22648.205955335,22648.205955335,19.181818,2016-11-26T00:00:00.0000000Z,2021-06-17T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLTRPQj6EFtHJLeXWiDBO2jqb69qSE9Cm0mnrX53UQ=s88-c-k-c0x00ffffff-no-rj
UC9G93Ul2Mx8_aYWzKoOmlCg,Levels of Knowledge,1010395,,1,20700,3522.804878,3522.804878,1011045,48.305146613,27.720959859,75.76426799,75.76426799,40.133333,2014-12-07T00:00:00.0000000Z,2015-09-20T00:00:00.0000000Z,C,"[
  ""Black"",
  ""ReligiousConservative""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLSW0WPjj4HXvG_tJnW6v9vpNisuS5CHjlGkCTNs1A=s88-c-k-c0x00ffffff-no-rj
UCxauM3N4Nb47HG6PuDMh0Ow,Pete Buttigieg,6305242,US,0.9,18900,9970.800633,9970.800633,6301546,1774.285907873,1135.221202117,6780.833746898,6102.750372208,6.149780,2019-03-11T00:00:00.0000000Z,2020-12-02T00:00:00.0000000Z,L,"[
  ""PartisanLeft""
]",Partisan Left,YouTube,https://yt3.ggpht.com/ytc/AKedOLQQWGMzwma0A9QlrIVN3vjX79Fc-NvZylflJ4mo8g=s88-c-k-c0x00ffffff-no-rj
UC5k-fTFTs0wGrDANdsfNT0Q,Kenneth Storey,3006807,US,1,29600,793.133210,793.133210,3006768,32.777353238,6.398858748,74.887096774,74.887096774,32.094421,2011-08-01T00:00:00.0000000Z,2021-12-17T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AKedOLSJqSnxFRUUb_cBN9BTUvB3mlV3-CtyCeDpIjdBxQ=s88-c-k-c0x00ffffff-no-rj
UCFrD8cgw_KUd1ktA9Z_2zSw,Jennifer La Fontaine,2619488,US,1,30800,1539.703054,1539.703054,2722195,1440.515352357,24.941226136,1921.568238213,1921.568238213,16.899838,2017-03-12T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRNRumZBfveUqw66xAlyLAg3WwLzw46-fz0wYXTNSE=s88-c-k-c0x00ffffff-no-rj
UCXLdDPcQD0BWjb00fGdFFYg,We Plants Are Happy Plants,27501604,HU,0.8,140000,6036.717796,6036.717796,29477293,9701.466375013,7336.985676142,12553.084367246,10042.467493797,32.806996,2008-08-31T00:00:00.0000000Z,2022-01-13T00:00:00.0000000Z,C,"[
  ""AntiSJW"",
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQXrl8_MUSwBIKh5IbhwK5LuQNpgWm1GgO2xVoiJw=s88-c-k-c0x00ffffff-no-rj
UCOCKNO8y-kcwu-yBuIQr8aA,SHILL GATES,101226,,0.95,10200,265.514493,265.514493,109923,2.961621429,2.406645846,60.549627792,57.522146402,11.090909,2019-01-22T00:00:00.0000000Z,2020-03-11T03:47:10.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLT2J1GCg28Neu0TtfTbH7IjphhYb1rCX92u-FEl4Q=s88-c-k-c0x00ffffff-no-rj
UCZ17ceLrs__ZzLwx8IrEFkw,Muséonaute,332283,FR,0.8,19400,406.008526,406.008526,333333,25.502333687,21.247115047,82.311414392,65.849131514,8.958333,2016-07-23T00:00:00.0000000Z,2018-10-22T00:00:00.0000000Z,L,"[
  ""LGBT"",
  ""SocialJustice""
]",LGBT,YouTube,https://yt3.ggpht.com/ytc/AKedOLTg8E8dztkvDyBMSEkKfaHIqLbUtinpHt1STJFKSg=s88-c-k-c0x00ffffff-no-rj
UCmySFnFzsXtivlMAWZ-dpiQ,TV Mystery,2557282,,0.85,12000,1279.367195,1279.367195,2581763,8.653764631,8.491973395,104.126550868,88.507568238,10.271186,2016-02-02T00:00:00.0000000Z,2021-08-12T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLTxdXChdzHV7xrg6cwhQ3VevQ4YTfyoYexRXy56Hw=s88-c-k-c0x00ffffff-no-rj
UCKEt1xKVBLuL175dkk8rqLg,Mouthy Buddha,12825863,US,1,296000,9219.255678,9219.255678,14206873,18383.156384085,898.140388444,5214.111662531,5214.111662531,11.448718,2016-06-05T00:00:00.0000000Z,2020-08-24T00:00:00.0000000Z,C,"[
  ""AntiSJW"",
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/a/AATXAJyDwckpNiSY18bNG6Bj3MxSOB3tfsRaS_qLHR7G-A=s88-c-k-c0xffffffff-no-rj-mo
UC1r6drcoya2AvcevPjqgneA,The Outer Dark,6934498,,0.95,67500,5225.718161,5225.718161,6934528,2.474585082,2.186753972,11.873449132,11.279776675,10.697917,2016-08-18T01:20:35.0000000Z,2020-04-06T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/a/AATXAJxu6L_Q8rJQf0izw8lXSi_ZndkmtgAiRY29NAw=s88-c-k-c0xffffffff-no-rj-mo
UC9UcVrqliU0sjnM6DvoGJNg,MoneyBags73,14988454,US,0.95,41800,3292.393069,3292.393069,15010020,484.43435713,91.316599204,834.372208437,792.653598015,8.050481,2009-07-22T00:00:00.0000000Z,2022-01-14T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLT7_wwqmJtFD79bv0MeSGVVYiUl9R_UJ4Tha4eH3A=s88-c-k-c0x00ffffff-no-rj
UCwlHdi42l80qy3zFfO3AlWA,The Minister of Wellness Nathaniel Jordan,3567466,US,0.85,64200,3827.376623,3827.376623,4125912,3402.143489595,694.717639645,3384.756823821,2877.043300248,15.919011,2018-03-21T00:00:00.0000000Z,2021-03-03T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AAUvwngS7r5ZxbRL307l1dGdHndemISrX1GP23kRhojKAg=s88-c-k-c0x00ffffff-no-rj
UCtJ4MW6d7yPnsAx9UEW8_MQ,God'sTruthBeingTold,4185791,CA,0.95,43100,1393.398469,1393.398469,4185769,328.589770757,192.12051901,614.794044665,584.054342432,19.265306,2013-10-25T00:00:00.0000000Z,2022-01-15T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRZbalSTcJho_U7Y_4VngGL_oJgsGLctLAxNFPi2g=s88-c-k-c0x00ffffff-no-rj
UC3oeGb7WCqUn0niycbNSc0w,The Right Brothers,712493,US,1,39900,548.065217,548.065217,705908,1017.569287081,54.336068781,698.717121588,698.717121588,10.771930,2018-06-14T00:00:00.0000000Z,2021-12-23T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLSoyh8UD1QE53A1kKqXCPxignRBGMurtxa3JbDEQQ=s88-c-k-c0x00ffffff-no-rj
UCNdVhGg0-TkkzWf9Gl0djow,ideacity,14997902,CA,1,63400,2779.409894,2779.409894,14944887,28.637751911,12420.446900497,3405.839950372,3405.839950372,18.781498,2007-03-15T00:00:00.0000000Z,2021-12-03T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLT-kkWzwSTWHBsRhXny91WQbUB1w3pK4ftmF6kJ=s88-c-k-c0x00ffffff-no-rj
UCvLeDFpJiTZSD52vSK9AHjw,The Body of Christ,4932832,US,1,29200,6562.469333,6562.469333,4921852,8.623724702,316.644703518,741.254342432,741.254342432,39.261788,2015-12-19T00:00:00.0000000Z,2018-01-07T00:00:00.0000000Z,R,"[
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AAUvwni5GEjZrG9mR2gR2Ooy81SH0snRXlapCnL_FOJwaQ=s88-c-k-c0x00ffffff-no-rj
UCixHHR9aFiupXy571B4cI8Q,Snooker FC,1719320,VN,1,15400,18688.989130,18688.989130,1719387,15.647865769,15.621858846,1834.251861042,1834.251861042,4.724138,2019-08-18T00:00:00.0000000Z,2019-11-18T00:00:00.0000000Z,L,"[
  ""Mainstream News"",
  ""PartisanLeft""
]",Partisan Left,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLSNm8KHH4q6NYU_6dROfL3oM8cEJ0slrkyAb0lVEg=s88-c-k-c0x00ffffff-no-rj
UCz9u_1Q2ga_dgAek_mRb4YA,Anchored North,3389627,,0.85,36100,1205.418472,1205.418472,3393253,4274.006877725,5851.271723792,2203.315136476,1872.817866005,11.560000,2013-08-22T00:00:00.0000000Z,2021-05-07T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AKedOLQmqU_3oz4R-eAlRfL0NjwAnzjLmnrPORc1x6mMjg=s88-c-k-c0x00ffffff-no-rj
UCGLTvOqJOcbIwBtX0Rou2gw,Rags,45513673,US,0.8,323000,17991.345262,17991.345262,45751991,654.485270632,675.458582633,2033.602977667,1626.882382134,48.248889,2014-09-01T00:00:00.0000000Z,2021-08-18T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/G4zUFdVDXtO5i0RkQclpHeuYo5wyr84PyWopxqA2spGrJMVNk256tun5mr6BLhBYw81P7sNb=s88-c-k-c0x00ffffff-no-rj
UC_vpTEJScvwwuRT4FQ4HtJw,What's Trending Now !,1135318,,0.8,30100,893.178319,893.178319,1137016,35.871873926,4.225119852,25.928039702,20.742431762,12.533333,2017-07-17T00:00:00.0000000Z,2021-01-10T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLSjYvB1xaKBXNnrIB4jgPnr1gQGv-fjA5fN7LhmTA=s88-c-k-c0x00ffffff-no-rj
